id,pi_sog,pi_stw,true_wind_dir,true_wind_speed,relative_wind_speed,relative_wind_direction,caa,corrected_power,rw,ref_speed,imo,vessel,id_vessel,gid,voyage,corrected_date,report_date_time,report_date_time_offset,report_type,status,lat,long,latitude,longitude,me_foc,cargo_total,total_steaming_time,me_fuel_only_steaming_time,miles_by_gps,oil_cyl,speed_by_log,speed_by_gps,rpm,slip,wind_direction,wind_speed,draft_aft,draft_fwd,displacement,course_at_sea,wave_height,sea_direction,cargo_total_teu,ambient_temp,sw_temp,miles_by_speed_log,eta_port_code,eta_date_time,eta_date_time_offset,eta_port,time_change,time_sea,temp_min,temp_max,requested_speed,rem_dist_to_pilot,rem_time_to_pilot,total_unplnd_stpge_tech,total_unplnd_stpge_ope_wx,reefers_positive_plugged,reefers_negative_plugged,me_total_revs_counter,port_code,port,aux_blowers_on,hold_ventilation_on,since_date_time,since_date_time_offset,time_hrs_anchor,time_hrs_drift,reason,type_of_delay,etb_date_time,etb_date_time_offset,pilot_date_time,pilot_date_time_offset,time_manoeuvring,tug_arr,tug_shift,etd_date_time,etd_date_time_offset,shift_berth_hours,cargo_load,cargo_disch,teu_full,teu_empty,bilge_removed,garbage_removed,garbage_remvl_reqstd,garbage_remvl_cmplsry,fw_supply,cy_crew_signed_on,cy_crew_signed_off,cy_doctors_visit,cy_mail_received_ref_no,cy_lub_oil_sample_landed,cy_checkd_for_stowaways,cy_stowaways_on_board,cy_dep_gm_mtr,cy_requisitions_received,distance_to_next_pilot,tug_sailing_transit,steaming_time_me_rsdl_vls,steaming_time_me_rsdl_hs,steaming_time_me_rsdl_uls,steaming_time_me_dstlt_vls,steaming_time_me_dstlt_uls,steaming_time_me_tnktnr_dstlt_vls,steaming_time_me_mdo,steaming_time_aux_1,steaming_time_aux_2,steaming_time_aux_3,steaming_time_aux_4,steaming_time_aux_5,steaming_time_sh_gen,steaming_time_tg,fuel_me_rsdl_vls,fuel_me_rsdl_hs,fuel_me_rsdl_uls,fuel_me_dstlt_vls,fuel_me_dstlt_uls,fuel_me_mdo,fuel_me_tnktnr_dstlt_vls,fuel_aux_rsdl_vls,fuel_aux_rsdl_hs,fuel_aux_rsdl_uls,fuel_aux_dstlt_vls,fuel_aux_dstlt_uls,fuel_aux_tnktnr_dstlt_vls,fuel_aux_mdo,fuel_boiler_rsdl_vls,fuel_boiler_rsdl_hs,fuel_boiler_rsdl_uls,fuel_boiler_dstlt_vls,fuel_boiler_dstlt_uls,fuel_boiler_tnktnr_dstlt_vls,fuel_boiler_mdo,power_kw,steaming_load_kw_aux_1,steaming_load_kw_aux_2,steaming_load_kw_aux_3,steaming_load_kw_aux_4,steaming_load_kw_aux_5,steaming_load_kw_sh_gen,steaming_load_kw_tg,deck_last_change_user,engine_last_change_user,deck_part_is_complete,engine_part_is_complete,scavenge_pressure,seca_entry_time,seca_entry_lat,seca_entry_long,seca_exit_time,seca_exit_lat,seca_exit_long,rob_fresh_water,manvrng_miles_by_gps,manvrng_miles_by_speed_log,tanktainer_transfd_quantity,pilot_taken,date_time_start_transit,date_time_start_transit_offset,date_time_end_transit,date_time_end_transit_offset,ballast,tanktainer_number,steaming_kwhr_total,cy_others,rob_fo_sludge,rob_lo_sludge,rob_bilge,sludge_removed_fo,sludge_removed_lo,sea_state,cy_lub_added_to_system_me_cc,cy_lub_added_to_system_ae_cc,cy_lub_added_to_thrusters,cy_me_lo_purifier_in_use,cy_ballast,cy_bending_moment,cy_shearing_force,cy_tortion_moment,cy_supdt_auditor_signed_on,cy_supdt_auditor_signed_off,cy_cash_received,cy_lub_oil_received_me_cyl,cy_lub_oil_received_me_cc,cy_lub_oil_received_ae_cc,cy_me_under_piston_temp,cy_mail_received,wind_direction_port_stbd,sea_direction_port_stbd,time_pilot_onboard,grades_rob,so_2_co_2_ratio,bunker_order,remarks,bdn_number,fuel_type,carbon_factor,sulphur_content_pc,quantity,port_delivery,product_quality,tanktainer_number_1,supplier,delivery,volume_lt,density,viscosity,rob_dstlt_uls,rob_dstlt_vls,rob_rsdl_mdo,rob_tnktnr_dstlt_vls,rob_rsdl_vls,rob_rsdl_hs,rob_rsdl_uls,has_cargo,steaming_time_me_hs,steaming_time_me_ls,steaming_time_me_mgo,steaming_time_me_mgo_ls,fuel_me_hs,fuel_me_ls,fuel_me_mgo,fuel_me_mgo_ls,fuel_aux_hs,fuel_aux_ls,fuel_aux_mgo,fuel_aux_mgo_ls,fuel_boiler_hs,fuel_boiler_ls,fuel_boiler_mgo,fuel_boiler_mgo_ls,rob_fuel_hs_fo,rob_fuel_ls_fo,rob_fuel_mdo,rob_fuel_mgo,rob_fuel_mgo_ls,rob_fuel_tanktainer_mgo,eca_miles,eca_time,egcs_dry_waste_removed,egcs_running_time,egcs_wet_slurry_removed,egcs_open_loop_running_time,egcs_closed_loop_running_time,voyage_order,voyage_code,eca,eu,sea_time,eta_country_code,port_country_code,check_eta_code,check_port_code,status_temp_eu,fuel_hs,fuel_ls,fuel_mdo,fuel_mgo,fuel_mgo_ls,cargo_transport_work,teu_transport_work,eeoi_voyage_no,cargo_total_old,draft,fo_per_24_hrs,sfoc,cy_oil_gm_hr,scoc,voyage_name,total_fo,total_co_2,eeoi,voy_condition,same_date,time_since_last_report,wind_direction_360,ref_power,ref_fuel,fuel_loss,draft_pow,draft_sp_pow,fo_nor,fo_model,sfoc_model,sfoc_deviation,ref_power_corrected,ref_fo_corrected,propulsive_eff,speed_performance,pi,me_con,ae_con,bl_con,t_con,hs,ls,mdo,mgo,mgo_ls,t_co_2,ae_t_steaming,ae_power,trim,distance_covered,updated_date,hyd_slip_sog,hyd_slip_stw,fuel_rsdl_hs,fuel_rsdl_vls,fuel_rsdl_uls,fuel_dstlt_vls,fuel_dstlt_uls,fuel_tnktnr_dstlt_vls,rsdl_hs,rsdl_vls,rsdl_uls,dstlt_vls,dstlt_uls,tnktnr_dstlt_vls,fuel_m_e_lng,fuel_aux_lng,fuel_boiler_lng,rob_rsdl_lng,sulphur_content_pc_main,quantity_main,port_delivery_main,product_quality_main,delivery_main,bdn_number_main,fo_nor_sog,fo_nor_stw,created_at,updated_at,created_by_id,updated_by_id,rob_lng,sludge_rob,garbage_cat_a_plastic_removed,garbage_cat_b_organic_removed,garbage_cat_c_domestic_removed,garbage_cat_e_ashes_removed,rob_garbage_cat_a_plastic,rob_garbage_cat_b_organic,rob_garbage_cat_c_domestic,rob_garbage_cat_e_ashes,qty_sludge_disposed,steaming_time_m_e_lng,reefer_power_consumption,wind_direction_side,sea_direction_side,tot_sludge_removed
6884292,,,,,,,,,,,9235581,MSC ADITI,ADIT,5420169,,2024-05-04 02:30:00,2024-05-04 10:30:00,UTC+08:00,Berthing,DRIFTING,2506N,,25.1,,2.3,3394.0,3.5,3.5,,,,,,,,,8.1,4.7,21863.0,,,,140.0,,,,,,,,,,,,,,,,,0.0,1.0,23059000.0,CNFOC,FUZHOU,,,,,,,,,,,,,3.5,,,2024-05-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,,,2.3,,,,,,,0.99,,,,,,,0.4,,,,,,,500.0,,,500.0,,,,,,,,,,,,,,,138.0,37.0,39.0,,,,,,,4083.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,271.9,492.57,488.14,,,,0.0,0.0,,2.3,0.0,0.0,0.0,0.99,0.0,0.0,,0.4,0.0,0.0,,488.14,492.57,,,,271.9,,,,3.5,,0.0,3.5,972.0,ITAUG-MEBAR,N,Y,,ME,IT,,,,3.69,0.0,,0.0,,,,972.0,,6.4,15.771428571428572,,,,,,11.49066,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.49066,,,3.4,37.0,,,,3.69,,,,,,3.69,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
6884293,,,,,,,,,,,9235581,MSC ADITI,ADIT,5420170,,2024-05-04 04:00:00,2024-05-04 12:00:00,UTC+08:00,Port Noon,IN PORT,,,,,0.0,3394.0,,,,0.0,,,,,,,,,,,,,140.0,21.0,25.0,,,,,,,,,,,,,,,0.0,1.0,23059000.0,CNFOC,FUZHOU,,,,,,,,,,,,,,,,2024-05-04 21:00:00,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,0.26,,,,,,,0.17,,,,,,,,,,850.0,,,,,,,,,,,,,,,138.0,,,,,,,,,4083.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,271.9,492.57,487.71,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.26,0.0,0.0,,0.17,0.0,0.0,,487.71,492.57,,,,271.9,,,,1.5,,0.0,1.5,972.0,ITAUG-MEBAR,N,Y,,ME,IT,,,,,0.0,,0.0,,,,972.0,,,,,,,,,1.33902,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.33902,,,,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
6884294,,,,,,,,,,,9235581,MSC ADITI,ADIT,5421384,,2024-05-04 13:36:00,2024-05-04 21:36:00,UTC+08:00,Sailing,IN PORT,,,,,0.0,13294.0,,,,,,,,,,,9.1,7.7,31056.0,,,,140.0,,,,CNSWA,2024-05-05 15:00:00,,SHANTOU,,,,,,,,,,0.0,1.0,23059000.0,CNFOC,FUZHOU,,,,,,,,,,,,,,,,,,,,,885.0,46.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,8.0,4.0,,1.0,,,,,,,,,,,,2.15,,,,,,,1.08,,,,,,,600.0,600.0,,600.0,,,,,,,,,,,,,,,132.0,,,,,,,,,3734.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,271.9,492.57,484.48,,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.15,0.0,0.0,,1.08,0.0,0.0,,484.48,492.57,,,,271.9,,,0.0,9.6,0.0,0.0,9.6,973.0,MEBAR-MTMAR,N,Y,,MT,ME,,,,,0.0,,0.0,,,,972.0,,8.4,,,,,,,10.05822,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.05822,,,1.4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,,,,,,0.0
6884295,,,,,,,,,,,9235581,MSC ADITI,ADIT,5421387,,2024-05-04 15:36:00,2024-05-04 23:36:00,UTC+08:00,COSP,DRIFTING,2515N,11942E,25.25,119.7,2.08,13294.0,2.0,2.0,,20.0,,,,,335.0,10.0,9.1,7.7,31056.0,144.0,0.5,335.0,140.0,,,,CNSWA,2024-05-05 15:00:00,,SHANTOU,,,,,14.3,,,,,0.0,1.0,23065700.0,CNFOC,FUZHOU,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.1,,2.0,,,,,2.08,,,,,,,0.65,,,,,,,0.11,,,,,,,480.0,450.0,,480.0,,,,,,,,0.26,,,,,,,132.0,26.0,24.0,,,,,,,3734.1,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,271.9,492.57,481.64,,,,0.0,0.0,,2.08,0.0,0.0,0.0,0.65,0.0,0.0,,0.11,0.0,0.0,,481.64,492.57,,,,271.9,,,,2.0,,0.0,2.0,973.0,MEBAR-MTMAR,N,Y,,MT,ME,,,,2.84,0.0,,0.0,,,,973.0,,8.4,24.96,,,,,,8.84376,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,8.84376,,,1.4,26.0,,,,2.84,,,,,,2.84,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25P,25P,
6884296,,,,,,,,,,,9235581,MSC ADITI,ADIT,5422410,,2024-05-05 04:00:00,2024-05-05 12:00:00,UTC+08:00,Noon,AT SEA,2307N,11733E,23.116666666666667,117.55,16.47,13294.0,12.4,12.4,184.0,,15.48,14.84,62.3,0.2,0.0,2.0,9.1,7.7,31056.0,270.0,1.0,0.0,931.0,23.0,25.0,192.0,CNSWA,2024-05-05 16:00:00,,SHANTOU,0.0,12.4,,,14.3,,,,,0.0,1.0,23112050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,12.4,,,1.1,,,,,16.47,,,,,,,2.98,,,,,,,,,,,,,5895.0,995.0,,,600.0,,,,,,,,0.23,,,,,,,131.0,,,,,,,,,3734.1,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,271.9,492.57,462.19,,,,0.0,0.0,,16.47,0.0,0.0,0.0,2.98,0.0,0.0,,,0.0,0.0,,462.19,492.57,,,,271.9,23.0,3.5,,12.4,,10.3,2.1,973.0,MEBAR-MTMAR,Y,Y,,MT,ME,,,,,0.0,,0.0,,2446096.0,171304.0,973.0,,8.4,31.877419354838707,225.31396207830585,,,,,60.5673,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,60.5673,,,1.4,184.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0S,0S,
6884297,,,,,,,,,,,9235581,MSC ADITI,ADIT,5422411,,2024-05-05 06:00:00,2024-05-05 14:00:00,UTC+08:00,EOSP,AT SEA,2308N,11705E,23.133333333333333,117.08333333333331,1.7,13294.0,2.0,2.0,25.0,,12.0,12.5,54.1,3.3,359.0,19.0,9.1,7.7,31056.0,271.0,1.0,359.0,931.0,26.0,25.0,24.0,,,,,0.0,2.0,,,,,,,,0.0,1.0,23118550.0,CNSWA,SHANTOU,,,,,,,,,2024-05-05 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,,,2.0,1.0,,,,,,,1.7,,,,,,,0.56,,,,,,,,,,,,,3637.0,900.0,400.0,,,,,,,,,,0.14,,,,,,,131.0,,,,,,,,,3734.1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,271.9,492.57,459.93,,,2.0,0.0,0.0,,1.7,0.0,0.0,0.0,0.56,0.0,0.0,,,0.0,0.0,,459.93,492.57,,,,271.9,20.0,1.7,,2.0,,0.0,2.0,973.0,MEBAR-MTMAR,Y,Y,,MT,ME,,,,,0.0,,0.0,,332350.0,23275.0,973.0,,8.4,20.4,233.7091009073412,,,,,7.037639999999999,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,7.037639999999999,,,1.4,25.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,1P,1P,
6884298,,,,,,,,,,,9235581,MSC ADITI,ADIT,5422416,,2024-05-05 08:18:00,2024-05-05 16:18:00,UTC+08:00,Berthing,DRIFTING,2308N,,23.133333333333333,,1.31,13294.0,2.3,2.3,,,,,,,,,9.1,7.7,31056.0,,,,931.0,,,,,,,,,,,,,,,,,0.0,1.0,23124050.0,CNSWA,SHANTOU,,,,,,,,,,,,,2.3,,,2024-05-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,1.0,,1.0,,,,,1.31,,,,,,,0.63,,,,,,,0.1,,,,,,,800.0,400.0,,400.0,,,,,,,,,,,,,,,131.0,22.0,21.0,,,,,,,3734.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,,,,,,,,,,,,,,,,,,,271.9,492.57,457.89,,,,0.0,0.0,,1.31,0.0,0.0,0.0,0.63,0.0,0.0,,0.1,0.0,0.0,,457.89,492.57,,,,271.9,,,,2.3,,0.0,2.3,973.0,MEBAR-MTMAR,N,Y,,MT,ME,,,,2.04,0.0,,0.0,,,,973.0,,8.4,13.669565217391304,,,,,,6.35256,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.35256,,,1.4,22.0,,,,2.04,,,,,,2.04,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
6884299,,,,,,,,,,,9235581,MSC ADITI,ADIT,5423062,,2024-05-05 18:24:00,2024-05-06 02:24:00,UTC+08:00,Sailing,IN PORT,,,,,0.0,17288.0,,,,,,,,,,,9.5,8.8,34627.0,,,,931.0,,,,HKHKG,2024-05-06 22:00:00,,HONG KONG,,,,,,,,,,0.0,1.0,23124050.0,CNSWA,SHANTOU,,,,,,,,,,,,,,,,,,,,,1362.0,13.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,10.1,,,,,,,,,,,,2.2,,,,,,,1.13,,,,,,,400.0,400.0,,500.0,,,,,,,,,,,,,,,128.0,,,,,,,,,3316.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,271.9,492.57,454.56,,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,0.0,,1.13,0.0,0.0,,454.56,492.57,,,,271.9,,,0.0,10.1,0.0,0.0,10.1,974.0,MTMAR-SIKOP,N,Y,,SI,MT,,,,,0.0,,0.0,,,,973.0,,9.15,,,,,,,10.36962,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.36962,,,0.7,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,,,,,,0.0
6884300,,,,,,,,,,,9235581,MSC ADITI,ADIT,5423063,,2024-05-05 19:18:00,2024-05-06 03:18:00,UTC+08:00,COSP,DRIFTING,2309N,11645E,23.15,116.75,0.38,17288.0,0.9,0.9,,4.0,,,,,30.0,13.0,9.5,8.8,34627.0,195.0,1.0,30.0,931.0,,,,HKHKG,2024-05-06 22:00:00,,HONG KONG,,,,,9.3,,,,,0.0,1.0,2315250.0,CNSWA,SHANTOU,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,0.9,,,,,0.38,,,,,,,0.1,,,,,,,0.28,,,,,,,500.0,500.0,,500.0,,,,,,,,0.12,,,,,,,128.0,5.0,5.0,,,,,,,3316.9,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,271.9,492.57,453.8,,,,0.0,0.0,,0.38,0.0,0.0,0.0,0.1,0.0,0.0,,0.28,0.0,0.0,,453.8,492.57,,,,271.9,,,,0.9,,0.0,0.9,974.0,MTMAR-SIKOP,N,Y,,SI,MT,,,,0.76,0.0,,0.0,,,,974.0,,9.15,10.133333333333333,,,,,,2.36664,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.36664,,,0.7,5.0,,,,0.76,,,,,,0.76,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30S,30S,
6884301,,,,,,,,,,,9235581,MSC ADITI,ADIT,5423508,,2024-05-06 04:00:00,2024-05-06 12:00:00,UTC+08:00,Noon,AT SEA,2223N,11551E,22.383333333333333,115.85,3.21,17288.0,8.7,8.7,75.0,,8.85,8.62,36.6,1.3,7.0,15.0,9.5,8.8,34627.0,254.0,0.5,7.0,1375.0,26.0,25.0,77.0,HKHKG,2024-05-06 23:59:00,,HONG KONG,0.0,8.7,,,8.3,,,,,0.0,1.0,23144450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,8.7,,,,,3.21,,,,,,,2.04,,,,,,,,,,,,,1482.0,,,,950.0,,,,,,,,0.09,,,,,,,127.0,,,,,,,,,3316.9,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,271.9,492.57,448.55,,,,0.0,0.0,,3.21,0.0,0.0,0.0,2.04,0.0,0.0,,,0.0,0.0,,448.55,492.57,,,,271.9,29.0,3.4,,8.7,,5.7,3.0,974.0,MTMAR-SIKOP,Y,Y,,SI,MT,,,,,0.0,,0.0,,1296600.0,103125.0,974.0,,9.15,8.855172413793104,248.96458653264463,,,,,16.348499999999998,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,16.348499999999998,,,0.7,75.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,7S,7S,
6884302,,,,,,,,,,,9235581,MSC ADITI,ADIT,5426026,,2024-05-06 17:00:00,2024-05-07 01:00:00,UTC+08:00,EOSP,AT SEA,2209N,11445E,22.15,114.75,5.51,17288.0,13.0,13.0,72.0,,5.31,5.54,23.07,-0.5,1.0,20.0,9.5,8.8,34627.0,268.0,0.5,1.0,1375.0,26.0,25.0,69.0,,,,,0.0,13.0,,,,,,,,0.0,1.0,23162450.0,HKHKG,HONG KONG,,,,,,,,,2024-05-07 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,,,,,,,,13.0,,,,,5.51,,,,,,,2.99,,,,,,,,,,,,,4106.0,,,,950.0,,,,,,,,0.57,,,,,,,125.0,,,,,,,,,3316.9,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.93,,,,,,,,,,,,,,,,,,,271.9,492.57,440.05,,,13.0,0.0,0.0,,5.51,0.0,0.0,0.0,2.99,0.0,0.0,,,0.0,0.0,,440.05,492.57,,,,271.9,72.0,13.0,,13.0,,0.0,13.0,974.0,MTMAR-SIKOP,Y,Y,,SI,MT,,,,,0.0,,0.0,,1244736.0,99000.0,974.0,,9.15,10.172307692307692,103.22604818464536,,,,,26.469,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,26.469,,,0.7,72.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,1S,1S,
6884303,,,,,,,,,,,9235581,MSC ADITI,ADIT,5426027,,2024-05-06 20:18:00,2024-05-07 04:18:00,UTC+08:00,Berthing,DRIFTING,2209N,,22.15,,4.25,17288.0,3.3,3.3,,,,,,,,,9.5,8.8,34627.0,,,,1375.0,,,,,,,,,,,,,,,,,0.0,1.0,23173450.0,HKHKG,HONG KONG,,,,,,,,,,,,,3.3,,,2024-05-07 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.3,,3.3,,,,,4.25,,,,,,,0.96,,,,,,,0.15,,,,,,,600.0,600.0,,950.0,,,,,,,,,,,,,,,125.0,44.0,44.0,,,,,,,3316.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,271.9,492.57,434.69,,,,0.0,0.0,,4.25,0.0,0.0,0.0,0.96,0.0,0.0,,0.15,0.0,0.0,,434.69,492.57,,,,271.9,,,,3.3,,0.0,3.3,974.0,MTMAR-SIKOP,N,Y,,SI,MT,,,,5.36,0.0,,0.0,,,,974.0,,9.15,30.909090909090907,,,,,,16.69104,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,16.69104,,,0.7,44.0,,,,5.36,,,,,,5.36,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
6884304,,,,,,,,,,,9235581,MSC ADITI,ADIT,5426029,,2024-05-07 00:06:00,2024-05-07 08:06:00,UTC+08:00,Sailing,IN PORT,,,,,0.0,17698.0,,,,,,,,,,,9.5,9.1,35371.0,,,,1375.0,,,,CNSHK,2024-05-07 13:00:00,,SHEKOU,,,,,,,,,,0.0,12.0,23173450.0,HKHKG,HONG KONG,,,,,,,,,,,,,,,,,,,,,1411.0,13.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,1.5,3.8,,3.8,,,,,,,,,,,,0.93,,,,,,,0.43,,,,,,,500.0,500.0,,500.0,,,,,,,,,,,,,,,123.0,,,,,,,,,3784.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,271.9,492.57,433.33,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.93,0.0,0.0,,0.43,0.0,0.0,,433.33,492.57,,,,271.9,,,0.0,3.8,0.0,0.0,3.8,975.0,SIKOP-HRRJK,N,Y,,HR,SI,,,,,0.0,,0.0,,,,974.0,,9.3,,,,,,,4.235040000000001,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.235040000000001,,,0.4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,,,,,,0.0
6884305,,,,,,,,,,,9235581,MSC ADITI,ADIT,5426030,,2024-05-07 02:00:00,2024-05-07 10:00:00,UTC+08:00,COSP,DRIFTING,2207N,11415E,22.116666666666667,114.25,1.1,17698.0,1.9,1.9,,12.0,,,,,3.0,7.0,9.5,9.1,35371.0,94.0,0.3,3.0,1375.0,,,,CNSHK,2024-05-07 13:00:00,,SHEKOU,,,,,8.5,,,,,0.0,12.0,23177920.0,HKHKG,HONG KONG,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.9,,1.9,,,,,1.1,,,,,,,0.63,,,,,,,0.21,,,,,,,500.0,500.0,,500.0,,,,,,,,0.14,,,,,,,120.0,18.0,18.0,,,,,,,3784.5,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,271.9,492.57,431.39,,,,0.0,0.0,,1.1,0.0,0.0,0.0,0.63,0.0,0.0,,0.21,0.0,0.0,,431.39,492.57,,,,271.9,,,,1.9,,0.0,1.9,975.0,SIKOP-HRRJK,N,Y,,HR,SI,,,,1.94,0.0,,0.0,,,,975.0,,9.3,13.894736842105264,,,,,,6.04116,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.04116,,,0.4,18.0,,,,1.94,,,,,,1.94,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3S,3S,
6884306,,,,,,,,,,,9235581,MSC ADITI,ADIT,5426031,,2024-05-07 04:00:00,2024-05-07 12:00:00,UTC+08:00,EOSP,AT SEA,2208N,11415E,22.133333333333333,114.25,0.98,17698.0,2.0,2.0,21.0,,10.5,10.5,43.3,-1.4,358.0,14.0,9.5,9.1,35371.0,275.0,0.3,358.0,1424.0,26.0,25.0,21.0,,,,,0.0,2.0,,,,,,,,0.0,12.0,23183120.0,CNSHK,SHEKOU,,,,,,,,,2024-05-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,,,,,2.0,2.0,,,,,,,0.98,,,,,,,0.5,,,,,,,0.05,,,,,,2322.0,545.0,560.0,,,,,,,,,,0.09,,,,,,,120.0,,,,,,,,,3784.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,271.9,492.57,429.86,,,2.0,0.0,0.0,,0.98,0.0,0.0,0.0,0.5,0.0,0.0,,0.05,0.0,0.0,,429.86,492.57,,,,271.9,21.0,2.0,,2.0,,0.0,2.0,975.0,SIKOP-HRRJK,Y,Y,,HR,SI,,,,1.53,0.0,,0.0,,371658.0,29904.0,975.0,,9.3,11.76,211.02497846683892,,,,,4.76442,,Laden,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.76442,,,0.4,21.0,,,,1.53,,,,,,1.53,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,2P,2P,
