,imo,created_at,updated_at,created_by_id,updated_by_id,adjusted_date,speed,mean_draft,sea_state,me_actual_steaming_time,ae_t_steaming,aux_running,blr_running,distance,actual_total_fo,total_co_2,activity_time,status,derived_rpm,slip
2673,9235581,,,,,2020-06-21,8.81,8.4,5.0,5.9,11.8,2,1,52.0,5.24,16.32,5.9,SAIL,36.8759841324215,0.0
2674,9235581,,,,,2020-06-21,8.75,8.4,5.0,8.0,8.0,1,1,70.0,9.64,30.02,8.0,SAIL,36.6100515545434,29.1
2675,9235581,,,,,2020-06-21,8.78,8.4,3.33,13.9,31.6,2,1,122.0,18.0,56.05,24.0,SAIL,36.7229294113406,29.1
2676,9235581,,,,,2020-06-21,0.0,8.4,0.0,0.0,11.8,3,1,0.0,3.12,9.72,10.1,PORT,0.0,0.0
2677,9235581,,,,,2020-06-22,16.79,8.4,2.0,24.0,24.0,1,0,403.0,62.06,193.25,24.0,SAIL,70.2564322689572,12.9
2678,9235581,,,,,2020-06-23,5.0,8.4,0.0,2.6,6.6,3,1,13.0,1.4,4.33,2.6,SAIL,20.9200294597391,0.0
2679,9235581,,,,,2020-06-23,16.33,8.4,2.0,9.0,9.0,1,0,147.0,20.32,63.28,9.0,SAIL,68.3387629018144,11.9
2680,9235581,,,,,2020-06-23,13.79,8.4,0.67,11.6,28.0,2,1,160.0,25.74,80.12,24.0,SAIL,57.710426095832,11.9
2681,9235581,,,,,2020-06-23,0.0,8.4,0.0,0.0,12.4,1,1,0.0,4.02,12.52,12.4,PORT,0.0,0.0
2682,9235581,,,,,2020-06-24,6.67,9.4,0.0,2.7,7.0,3,1,18.0,2.27,7.07,2.7,SAIL,27.8933726129855,0.0
2683,9235581,,,,,2020-06-24,5.45,9.4,5.0,1.1,3.0,3,1,6.0,1.01,3.15,1.1,SAIL,22.8218503197154,0.0
2684,9235581,,,,,2020-06-24,17.0,9.4,5.0,7.0,7.0,1,0,119.0,19.0,59.17,7.0,SAIL,71.128100163113,-67.5
2685,9235581,,,,,2020-06-24,13.24,9.4,2.0,10.8,32.0,2,1,143.0,26.99,84.05,24.0,SAIL,55.3993372730128,-67.5
2686,9235581,,,,,2020-06-24,0.0,9.4,0.0,0.0,12.7,3,1,0.0,3.72,11.58,10.9,PORT,0.0,0.0
2687,9235581,,,,,2020-06-24,0.0,9.4,0.0,0.0,2.3,1,1,0.0,0.99,3.08,2.3,PORT,0.0,0.0
2688,9235581,,,,,2020-06-25,10.0,9.05,6.0,1.6,4.5,3,1,16.0,2.53,7.88,1.6,SAIL,41.8400589194782,0.0
2689,9235581,,,,,2020-06-25,16.4,9.05,5.0,15.0,23.0,2,0,246.0,41.34,128.73,15.0,SAIL,68.6176966279443,6.1
2690,9235581,,,,,2020-06-25,15.78,9.05,3.67,16.6,35.9,3,1,262.0,46.6,145.11,24.0,SAIL,66.0367194994174,6.1
2691,9235581,,,,,2020-06-25,0.0,9.05,0.0,0.0,8.4,3,1,0.0,2.73,8.5,7.4,PORT,0.0,0.0
2692,9235581,,,,,2020-06-26,4.79,9.05,0.0,4.8,11.4,3,1,23.0,2.65,8.25,4.8,SAIL,20.0483615655833,0.0
2693,9235581,,,,,2020-06-26,13.4,9.05,3.0,15.0,30.0,2,1,201.0,26.06,81.15,15.0,SAIL,56.0656789521008,16.7
2694,9235581,,,,,2020-06-26,11.31,9.05,1.0,19.8,45.6,2,1,224.0,30.35,94.51,24.0,SAIL,47.3342080705208,16.7
2695,9235581,,,,,2020-06-26,0.0,9.05,0.0,0.0,4.2,1,1,0.0,1.64,5.11,4.2,PORT,0.0,0.0
2696,9235581,,,,,2020-06-27,8.73,9.1,0.0,5.5,12.5,3,1,48.0,5.33,16.6,5.5,SAIL,36.5149605115446,0.0
2697,9235581,,,,,2020-06-27,9.23,9.18,4.0,1.3,3.4,3,1,12.0,1.73,5.39,1.3,SAIL,38.6215928487491,0.0
2698,9235581,,,,,2020-06-27,10.0,9.1,4.0,1.2,2.4,2,1,12.0,2.01,6.26,1.2,SAIL,41.8400589194782,0.0
2699,9235581,,,,,2020-06-27,9.0,9.18,2.0,1.0,2.0,2,1,9.0,0.9,2.77,1.0,SAIL,37.6560530275304,16.3
2700,9235581,,,,,2020-06-27,17.2,9.1,2.0,5.0,10.0,2,0,86.0,13.22,41.17,5.0,SAIL,71.9649013415025,11.7
2701,9235581,,,,,2020-06-27,9.13,9.13,1.71,18.3,44.0,3,1,167.0,27.02,84.08,24.0,SAIL,38.1819116915457,28.0
2702,9235581,,,,,2020-06-27,0.0,9.1,0.0,0.0,5.6,3,1,0.0,1.61,4.98,4.3,PORT,0.0,0.0
2703,9235581,,,,,2020-06-27,0.0,9.18,0.0,0.0,8.1,3,1,0.0,2.22,6.91,5.7,PORT,0.0,0.0
2704,9235581,,,,,2020-06-28,3.33,9.18,0.0,3.0,9.0,3,1,10.0,2.13,6.63,3.0,SAIL,13.9466863064927,0.0
2705,9235581,,,,,2020-06-28,5.45,9.5,5.0,1.1,3.0,3,1,6.0,1.5,4.67,1.1,SAIL,22.8218503197154,0.0
2706,9235581,,,,,2020-06-28,7.33,9.18,2.0,6.0,12.0,2,1,44.0,4.69,14.6,6.0,SAIL,30.682709874284,11.7
2707,9235581,,,,,2020-06-28,17.14,9.5,2.0,3.5,7.0,2,0,60.0,9.8,30.52,3.5,SAIL,71.7258152905341,14.4
2708,9235581,,,,,2020-06-28,8.82,9.37,1.8,13.6,46.8,3,1,120.0,22.48,70.0,24.0,SAIL,36.9176990465984,26.1
2709,9235581,,,,,2020-06-28,0.0,9.5,0.0,0.0,15.8,3,1,0.0,4.36,13.58,10.4,PORT,0.0,0.0
2710,9235581,,,,,2020-06-29,12.46,9.5,5.0,24.0,50.0,4,0,299.0,58.0,180.61,24.0,SAIL,52.1257400705166,29.5
2711,9235581,,,,,2020-06-30,14.48,9.48,5.0,25.0,50.0,2,0,362.0,68.12,212.13,24.0,SAIL,60.5844053154045,29.5
2712,9235581,,,,,2020-07-01,18.88,9.48,3.0,25.0,50.5,3,0,472.0,68.78,214.18,24.0,SAIL,78.9940312399749,4.2
2713,9235581,,,,,2020-07-02,12.39,9.48,0.0,4.6,10.8,3,1,57.0,8.18,25.47,4.6,SAIL,51.845290400223,0.0
2714,9235581,,,,,2020-07-02,16.17,9.48,2.0,6.0,12.5,3,0,97.0,13.84,43.1,6.0,SAIL,67.6414285864898,12.7
2715,9235581,,,,,2020-07-02,14.53,9.48,0.67,10.6,42.5,3,1,154.0,25.88,80.59,24.0,SAIL,60.7865006943363,12.7
2716,9235581,,,,,2020-07-02,0.0,9.48,0.0,0.0,19.2,3,1,0.0,3.86,12.02,13.4,PORT,0.0,0.0
2717,9235581,,,,,2020-07-03,14.21,11.75,2.0,3.8,8.6,3,1,54.0,8.96,27.9,3.8,SAIL,59.4569258329427,0.0
2718,9235581,,,,,2020-07-03,17.6,11.75,3.0,7.5,15.0,2,0,132.0,24.09,75.02,7.5,SAIL,73.6385036982817,15.0
2719,9235581,,,,,2020-07-03,16.46,11.75,1.67,11.3,49.7,3,1,186.0,39.1,121.76,24.0,SAIL,68.8694775134774,15.0
2720,9235581,,,,,2020-07-03,0.0,11.75,0.0,0.0,26.1,3,1,0.0,6.05,18.84,12.7,PORT,0.0,0.0
2721,9235581,,,,,2020-07-04,17.25,11.75,3.0,24.0,48.0,2,0,414.0,70.58,219.79,24.0,SAIL,72.1741016360999,13.0
2722,9235581,,,,,2020-07-05,16.38,11.7,3.0,24.0,48.0,2,0,393.0,60.18,187.4,24.0,SAIL,68.5130964806456,10.8
2723,9235581,,,,,2020-07-06,15.62,11.7,3.0,24.0,48.0,2,0,375.0,59.75,186.06,24.0,SAIL,65.3750920616847,13.8
2724,9235581,,,,,2020-07-07,12.91,11.7,4.0,11.0,22.0,2,1,142.0,21.78,67.82,11.0,SAIL,54.0117124233264,0.0
2725,9235581,,,,,2020-07-07,18.46,11.7,4.0,13.0,26.0,2,0,240.0,44.24,137.76,13.0,SAIL,77.2431856974982,12.8
2726,9235581,,,,,2020-07-07,15.92,11.7,4.0,24.0,48.0,2,0,382.0,66.02,205.59,24.0,SAIL,66.5954271135028,12.8
2727,9235581,,,,,2020-07-08,18.64,11.7,2.0,25.0,50.0,2,0,466.0,87.86,273.6,24.0,SAIL,77.9898698259074,13.0
2728,9235581,,,,,2020-07-09,18.17,11.75,3.0,24.0,48.0,2,0,436.0,84.3,262.51,24.0,SAIL,76.0094403703854,15.5
2729,9235581,,,,,2020-07-10,19.12,11.75,3.0,24.0,48.0,2,0,459.0,84.47,263.04,24.0,SAIL,80.0191126835021,10.7
2730,9235581,,,,,2020-07-11,18.56,11.75,3.0,25.0,50.0,2,0,464.0,85.52,266.31,24.0,SAIL,77.6551493545516,11.9
2731,9235581,,,,,2020-07-12,14.54,11.75,2.0,24.0,48.0,2,0,349.0,44.03,137.11,24.0,SAIL,60.8424190120746,7.8
2732,9235581,,,,,2020-07-13,8.4,11.75,0.0,2.5,10.6,3,1,21.0,3.45,10.74,4.2,SAIL,35.1456494923617,0.0
2733,9235581,,,,,2020-07-13,8.75,10.9,2.0,0.8,2.4,3,1,7.0,1.46,4.55,0.8,SAIL,36.6100515545434,0.0
2734,9235581,,,,,2020-07-13,6.0,10.9,1.0,0.5,1.5,3,1,3.0,0.26,0.81,0.5,SAIL,25.1040353516869,20.3
2735,9235581,,,,,2020-07-13,13.6,11.75,2.0,5.0,10.5,3,0,68.0,10.31,32.11,5.0,SAIL,56.9024801304904,16.2
2736,9235581,,,,,2020-07-13,11.25,11.24,1.0,8.8,52.0,3,1,99.0,18.38,57.24,23.5,SAIL,47.070066284413,36.5
2737,9235581,,,,,2020-07-13,0.0,10.9,0.0,0.0,27.0,3,1,0.0,2.9,9.03,13.0,PORT,0.0,0.0
2738,9235581,,,,,2020-07-14,7.89,10.9,0.0,1.9,5.7,3,1,15.0,1.87,5.82,1.9,SAIL,33.031625462746,0.0
2739,9235581,,,,,2020-07-14,15.0,10.9,0.0,0.2,21.9,3,1,3.0,4.68,14.57,10.0,SAIL,62.7600883792173,0.0
2740,9235581,,,,,2020-07-14,8.57,10.9,0.0,2.1,38.1,2,1,18.0,9.7,30.5,12.4,SAIL,35.862907645267,0.0
2741,9235581,,,,,2020-07-14,0.0,10.9,0.0,0.0,10.5,1,1,0.0,3.15,10.1,0.5,PORT,0.0,0.0
2742,9235581,,,,,2020-07-15,0.0,10.9,0.0,0.0,27.5,3,1,0.0,0.7,2.18,24.0,PORT,0.0,0.0
2743,9235581,,,,,2020-07-16,12.27,11.25,3.0,2.2,5.4,3,1,27.0,3.37,10.49,2.2,SAIL,51.3491632193596,0.0
2744,9235581,,,,,2020-07-16,16.32,11.25,3.0,22.3,33.3,2,0,364.0,60.57,188.61,21.3,SAIL,68.2949840658748,15.1
2745,9235581,,,,,2020-07-16,15.96,11.25,2.0,24.5,40.2,3,1,391.0,64.3,200.23,24.0,SAIL,66.7733185204734,15.1
2746,9235581,,,,,2020-07-16,0.0,11.25,0.0,0.0,1.5,3,1,0.0,0.36,1.12,0.5,PORT,0.0,0.0
2747,9235581,,,,,2020-07-17,5.36,11.25,0.0,2.5,7.0,3,1,13.4,1.65,5.14,2.5,SAIL,22.4262715808403,0.0
2748,9235581,,,,,2020-07-17,7.79,11.25,0.0,1.4,15.6,3,1,10.9,3.86,12.02,7.4,SAIL,32.5754744444509,0.0
2749,9235581,,,,,2020-07-17,16.3,11.25,2.0,10.0,13.0,2,0,163.0,26.34,82.02,10.0,SAIL,68.1992960387495,12.9
2750,9235581,,,,,2020-07-17,13.47,11.25,0.5,13.9,39.7,2,1,187.3,33.21,103.42,24.0,SAIL,56.3787268749516,12.9
2751,9235581,,,,,2020-07-17,0.0,11.25,0.0,0.0,4.1,1,1,0.0,1.36,4.24,4.1,PORT,0.0,0.0
2752,9235581,,,,,2020-07-18,9.24,11.05,2.0,1.7,3.4,2,1,15.7,1.69,5.26,1.7,SAIL,38.6405250021064,0.0
2753,9235581,,,,,2020-07-18,17.32,11.05,5.0,19.0,19.0,1,0,329.0,56.53,176.03,19.0,SAIL,72.4493651816228,14.0
2754,9235581,,,,,2020-07-18,16.65,11.05,2.33,20.7,32.3,2,1,344.7,59.44,185.1,24.0,SAIL,69.6727937659137,14.0
2755,9235581,,,,,2020-07-18,0.0,11.05,0.0,0.0,9.9,3,1,0.0,1.22,3.8,3.3,PORT,0.0,0.0
2756,9235581,,,,,2020-07-19,16.46,11.05,5.0,24.0,24.0,1,0,395.0,73.84,229.94,24.0,SAIL,68.8617636383079,18.3
2757,9235581,,,,,2020-07-20,17.83,11.05,4.0,23.0,23.0,1,0,410.0,73.69,229.47,24.0,SAIL,74.5844528564612,14.2
2758,9235581,,,,,2020-07-21,18.21,10.9,3.0,24.0,24.0,1,0,437.0,75.39,234.76,24.0,SAIL,76.1837739492166,12.4
2759,9235581,,,,,2020-07-22,9.14,10.9,0.0,3.5,8.6,3,1,32.0,3.27,10.18,4.2,SAIL,38.2537681549515,0.0
2760,9235581,,,,,2020-07-22,14.79,10.9,2.0,12.1,12.1,1,1,179.0,22.03,68.6,12.1,SAIL,61.8956243519554,10.0
2761,9235581,,,,,2020-07-22,13.53,10.9,0.67,15.6,28.4,2,1,211.0,27.59,85.92,24.0,SAIL,56.5913617436532,10.0
2762,9235581,,,,,2020-07-22,0.0,10.9,0.0,0.0,7.7,1,1,0.0,2.29,7.13,7.7,PORT,0.0,0.0
2763,9235581,,,,,2020-07-23,11.33,10.42,4.0,1.5,3.0,2,1,17.0,2.54,7.88,1.5,SAIL,47.4187334420753,0.0
2764,9235581,,,,,2020-07-23,16.42,10.6,4.0,16.5,16.5,1,0,271.0,43.55,135.61,16.5,SAIL,68.7191270738097,14.3
2765,9235581,,,,,2020-07-23,16.0,10.48,2.67,18.0,26.9,2,1,288.0,47.86,149.0,24.0,SAIL,66.9440942711651,14.3
2766,9235581,,,,,2020-07-23,0.0,10.42,0.0,0.0,7.4,3,1,0.0,1.77,5.51,6.0,PORT,0.0,0.0
2767,9235581,,,,,2020-07-24,15.48,10.6,5.0,23.0,23.4,2,0,356.0,47.87,149.07,24.0,SAIL,64.7611346753663,11.8
2768,9235581,,,,,2020-07-25,15.15,10.6,5.0,23.5,23.5,1,0,356.0,43.52,135.52,24.0,SAIL,63.3832381929117,11.5
2769,9235581,,,,,2020-07-26,14.62,10.6,5.0,24.0,24.0,1,0,351.0,39.59,123.28,24.0,SAIL,61.1910861697369,9.6
2770,9235581,,,,,2020-07-27,12.0,10.6,0.0,0.5,3.9,3,1,6.0,0.76,2.37,1.3,SAIL,50.2080707033739,0.0
2771,9235581,,,,,2020-07-27,14.0,10.6,3.0,1.5,1.5,1,1,21.0,2.39,7.44,1.5,SAIL,58.5760824872695,12.9
2772,9235581,,,,,2020-07-27,13.5,10.6,1.0,2.0,26.6,2,1,27.0,9.49,29.55,24.0,SAIL,56.4840795412956,12.9
2773,9235581,,,,,2020-07-28,10.0,10.6,0.0,1.4,13.9,3,1,14.0,3.42,10.62,7.3,SAIL,41.8400589194782,0.0
2774,9235581,,,,,2020-07-28,10.0,10.6,0.0,1.4,30.6,2,1,14.0,8.34,25.94,24.0,SAIL,41.8400589194782,0.0
2775,9235581,,,,,2020-07-28,0.0,10.6,0.0,0.0,16.7,1,1,0.0,4.92,15.32,16.7,PORT,0.0,0.0
2776,9235581,,,,,2020-07-29,12.22,9.9,3.0,0.9,3.8,3,1,11.0,1.75,5.42,1.3,SAIL,51.1378497904734,0.0
2777,9235581,,,,,2020-07-29,18.54,9.9,5.0,13.0,13.0,1,0,241.0,38.33,119.36,13.5,SAIL,77.5650323045712,9.0
2778,9235581,,,,,2020-07-29,18.13,9.9,2.67,13.9,27.5,2,1,252.0,42.81,133.25,24.0,SAIL,75.8539197676871,9.0
2779,9235581,,,,,2020-07-29,0.0,9.9,0.0,0.0,10.7,3,1,0.0,2.73,8.47,9.2,PORT,0.0,0.0
2780,9235581,,,,,2020-07-30,13.19,10.12,0.0,4.7,11.9,3,1,62.0,9.64,30.02,5.5,SAIL,55.1932692129287,0.0
2781,9235581,,,,,2020-07-30,16.8,10.12,2.0,12.5,12.5,1,1,210.0,30.66,95.48,12.5,SAIL,70.2912989847234,10.5
2782,9235581,,,,,2020-07-30,15.81,10.12,0.67,17.2,30.4,2,1,272.0,41.95,130.63,24.0,SAIL,66.1656745703376,10.5
2783,9235581,,,,,2020-07-30,0.0,10.12,0.0,0.0,6.0,1,1,0.0,1.65,5.14,6.0,PORT,0.0,0.0
2784,9235581,,,,,2020-07-31,0.0,10.12,0.0,0.0,25.0,2,1,0.0,4.14,12.89,24.0,PORT,0.0,0.0
2785,9235581,,,,,2020-08-01,14.86,8.0,4.0,3.7,9.0,3,1,55.0,8.35,25.97,4.0,SAIL,62.1946821776028,0.0
2786,9235581,,,,,2020-08-01,17.94,8.3,5.0,16.5,16.5,1,0,296.0,47.36,147.48,16.5,SAIL,75.0585299403973,8.2
2787,9235581,,,,,2020-08-01,17.38,8.1,3.0,20.2,30.0,2,1,351.0,56.81,176.88,24.0,SAIL,72.7022805977072,8.2
2788,9235581,,,,,2020-08-01,0.0,8.0,0.0,0.0,4.5,3,1,0.0,1.1,3.43,3.5,PORT,0.0,0.0
2789,9235581,,,,,2020-08-02,18.17,8.3,5.0,23.0,23.0,1,0,418.0,55.9,174.07,24.0,SAIL,76.0397592536604,7.8
2790,9235581,,,,,2020-08-03,18.17,7.85,4.0,23.0,23.4,2,0,418.0,62.88,195.81,24.0,SAIL,76.0397592536604,8.7
2791,9235581,,,,,2020-08-04,13.33,7.85,0.0,0.9,6.2,3,1,12.0,1.21,3.77,2.1,SAIL,55.786745225971,0.0
2792,9235581,,,,,2020-08-04,10.0,8.55,3.0,0.9,3.6,3,1,9.0,1.22,3.8,1.3,SAIL,41.8400589194782,0.0
2793,9235581,,,,,2020-08-04,17.76,8.55,4.0,7.6,8.6,2,1,135.0,17.77,55.34,7.6,SAIL,74.3211572911784,3.9
2794,9235581,,,,,2020-08-04,18.0,7.85,4.0,1.5,2.5,2,1,27.0,3.58,11.15,1.5,SAIL,75.3121060550608,3.7
2795,9235581,,,,,2020-08-04,16.79,8.27,2.2,10.9,33.0,3,1,183.0,27.05,84.23,23.1,SAIL,70.2452365345368,7.6
2796,9235581,,,,,2020-08-04,0.0,8.55,0.0,0.0,12.1,3,1,0.0,3.27,10.18,10.6,PORT,0.0,0.0
2797,9235581,,,,,2020-08-05,10.83,8.55,0.0,1.2,7.0,3,1,13.0,1.87,5.82,2.5,SAIL,45.3267304961014,0.0
2798,9235581,,,,,2020-08-05,10.0,8.55,3.0,1.0,3.6,3,1,10.0,1.51,4.7,1.3,SAIL,41.8400589194782,0.0
2799,9235581,,,,,2020-08-05,12.85,8.55,4.0,13.0,13.0,1,1,167.0,19.27,60.01,13.0,SAIL,53.7483833811759,12.4
2800,9235581,,,,,2020-08-05,12.5,8.55,1.75,15.2,33.2,2,1,190.0,25.15,78.32,24.9,SAIL,52.3000736493478,12.4
2801,9235581,,,,,2020-08-05,0.0,8.55,0.0,0.0,9.6,3,1,0.0,2.5,7.78,8.1,PORT,0.0,0.0
2802,9235581,,,,,2020-08-06,10.11,8.55,0.0,1.9,14.5,3,1,19.2,4.03,12.55,8.1,SAIL,42.2804805923148,0.0
2803,9235581,,,,,2020-08-06,9.5,8.55,0.0,1.0,1.1,1,1,9.5,0.88,2.74,1.1,SAIL,39.7480559735043,0.0
2804,9235581,,,,,2020-08-06,8.5,8.55,2.0,2.0,2.0,1,1,17.0,1.67,5.2,2.0,SAIL,35.5640500815565,20.5
2805,9235581,,,,,2020-08-06,9.33,8.55,0.5,4.9,30.4,2,1,45.7,9.67,30.4,24.0,SAIL,39.0222590330644,20.5
2806,9235581,,,,,2020-08-06,0.0,8.55,0.0,0.0,12.8,1,1,0.0,3.09,9.91,12.8,PORT,0.0,0.0
2807,9235581,,,,,2020-08-07,10.0,8.7,3.0,0.7,2.6,3,1,7.0,0.98,3.05,0.9,SAIL,41.8400589194782,0.0
2808,9235581,,,,,2020-08-07,13.23,8.7,1.0,19.5,20.0,2,1,258.0,28.2,87.78,19.5,SAIL,55.3576164165404,11.3
2809,9235581,,,,,2020-08-07,13.12,8.7,1.33,20.2,27.5,3,1,265.0,29.58,92.08,22.5,SAIL,54.8891862062462,11.3
2810,9235581,,,,,2020-08-07,0.0,8.7,0.0,0.0,4.9,3,1,0.0,0.4,1.25,2.1,PORT,0.0,0.0
2811,9235581,,,,,2020-08-08,11.0,8.7,0.0,1.0,9.2,3,1,11.0,1.7,5.26,3.4,SAIL,46.024064811426,0.0
2812,9235581,,,,,2020-08-08,11.0,9.15,0.0,1.0,32.6,3,1,11.0,9.5,29.55,25.4,SAIL,46.024064811426,0.0
2813,9235581,,,,,2020-08-08,0.0,9.6,0.0,0.0,23.4,3,1,0.0,7.8,24.29,22.0,PORT,0.0,0.0
2814,9235581,,,,,2020-08-09,8.5,9.6,3.0,1.2,4.1,3,1,10.2,1.53,4.76,1.6,SAIL,35.5640500815565,0.0
2815,9235581,,,,,2020-08-09,14.47,9.6,5.0,23.5,46.5,2,0,340.0,52.13,162.33,22.5,SAIL,60.5345533303089,16.8
2816,9235581,,,,,2020-08-09,14.18,9.6,4.0,24.7,50.6,2,0,350.2,53.66,167.1,24.1,SAIL,59.3214114720699,16.8
2817,9235581,,,,,2020-08-10,15.0,9.6,5.0,25.0,50.0,2,0,375.0,50.98,158.75,24.0,SAIL,62.7600883792173,12.1
2818,9235581,,,,,2020-08-11,15.12,9.6,5.0,25.0,50.5,3,0,378.0,50.69,157.85,24.0,SAIL,63.2621690862511,11.2
2819,9235581,,,,,2020-08-12,15.17,9.6,3.0,24.0,48.0,2,0,364.0,48.34,150.53,24.0,SAIL,63.457422694542,10.8
2820,9235581,,,,,2020-08-13,14.28,9.6,3.0,25.0,50.0,2,0,357.0,52.46,163.36,24.0,SAIL,59.7476041370149,15.9
2821,9235581,,,,,2020-08-14,12.04,9.6,3.0,24.0,48.0,2,0,289.0,34.26,106.69,24.0,SAIL,50.382404282205,16.0
2822,9235581,,,,,2020-08-15,9.17,9.6,5.0,24.0,48.0,2,1,220.0,23.86,74.3,24.0,SAIL,38.353387342855,15.5
2823,9235581,,,,,2020-08-16,7.08,9.45,6.0,24.0,48.4,3,1,170.0,28.61,89.06,24.0,SAIL,29.6367084012971,39.0
2824,9235581,,,,,2020-08-17,8.46,9.45,0.0,19.5,39.0,2,1,165.0,29.86,92.98,19.5,SAIL,35.40312677802,0.0
2825,9235581,,,,,2020-08-17,6.0,9.45,0.0,0.5,1.0,2,0,3.0,0.89,2.77,0.5,SAIL,25.1040353516869,0.0
2826,9235581,,,,,2020-08-17,6.0,9.45,6.0,4.0,8.4,3,1,24.0,6.62,20.61,4.0,SAIL,25.1040353516869,58.3
2827,9235581,,,,,2020-08-17,8.0,9.45,2.0,24.0,48.4,2,1,192.0,37.37,116.37,24.0,SAIL,33.4720471355826,58.3
2828,9235581,,,,,2020-08-18,14.83,9.45,0.0,5.8,18.0,3,1,86.0,12.48,38.86,7.5,SAIL,62.0387080530194,0.0
2829,9235581,,,,,2020-08-18,14.83,9.45,0.0,5.8,34.5,2,1,86.0,17.85,55.58,24.0,SAIL,62.0387080530194,0.0
2830,9235581,,,,,2020-08-18,0.0,9.45,0.0,0.0,16.5,1,1,0.0,5.37,16.72,16.5,PORT,0.0,0.0
2831,9235581,,,,,2020-08-19,10.0,10.5,4.0,1.5,6.2,3,1,15.0,1.94,6.01,2.3,SAIL,41.8400589194782,0.0
2832,9235581,,,,,2020-08-19,16.89,10.5,4.0,11.9,15.7,2,0,201.0,34.51,107.46,11.9,SAIL,70.6710238892027,15.6
2833,9235581,,,,,2020-08-19,16.12,10.5,2.67,13.4,34.0,3,1,216.0,39.77,123.81,24.0,SAIL,67.4436770642336,15.6
2834,9235581,,,,,2020-08-19,0.0,10.5,0.0,0.0,12.1,3,1,0.0,3.32,10.34,9.8,PORT,0.0,0.0
2835,9235581,,,,,2020-08-20,17.46,10.5,4.0,24.0,31.0,2,0,419.0,71.37,222.25,24.0,SAIL,73.0457695302557,14.3
2836,9235581,,,,,2020-08-21,18.62,10.5,4.0,24.0,47.0,2,0,447.0,75.2,234.17,24.0,SAIL,77.9271097375282,10.0
2837,9235581,,,,,2020-08-22,18.79,10.5,4.0,24.0,48.2,4,0,451.0,70.0,217.95,24.0,SAIL,78.6244440528528,5.1
2838,9235581,,,,,2020-08-23,18.42,10.5,4.0,24.0,48.3,3,0,442.0,67.24,209.39,24.0,SAIL,77.0554418433724,7.0
2839,9235581,,,,,2020-08-24,17.12,10.5,4.0,24.0,48.0,2,0,411.0,63.76,198.55,24.0,SAIL,71.6511008996065,10.0
2840,9235581,,,,,2020-08-25,11.62,10.5,3.0,24.0,48.7,4,1,279.0,28.31,88.16,24.0,SAIL,48.6390684938934,6.1
2841,9235581,,,,,2020-08-26,8.93,9.3,0.0,2.8,9.5,3,1,25.0,2.86,8.91,3.5,SAIL,37.3571954638198,0.0
2842,9235581,,,,,2020-08-26,9.32,9.3,1.0,19.0,38.0,2,1,177.0,16.92,52.69,19.0,SAIL,38.9773180460402,7.7
2843,9235581,,,,,2020-08-26,9.27,9.3,0.33,21.8,49.0,2,1,202.0,20.35,63.37,24.0,SAIL,38.7692289070395,7.7
2844,9235581,,,,,2020-08-26,0.0,9.3,0.0,0.0,1.5,1,1,0.0,0.57,1.77,1.5,PORT,0.0,0.0
2845,9235581,,,,,2020-08-27,7.22,9.8,2.0,1.8,5.4,3,1,13.0,1.92,5.98,1.8,SAIL,30.2178203307343,0.0
2846,9235581,,,,,2020-08-27,12.62,9.8,0.0,0.8,6.0,3,1,10.1,1.25,3.89,2.0,SAIL,52.8230743858413,0.0
2847,9235581,,,,,2020-08-27,10.0,9.8,2.0,0.2,0.6,3,1,2.0,0.14,0.44,0.2,SAIL,41.8400589194782,10.3
2848,9235581,,,,,2020-08-27,8.96,9.81,0.8,2.8,34.8,3,1,25.1,9.67,30.11,24.0,SAIL,37.5066242456751,10.3
2849,9235581,,,,,2020-08-27,0.0,9.85,0.0,0.0,13.1,3,1,0.0,3.28,10.21,10.3,PORT,0.0,0.0
2850,9235581,,,,,2020-08-28,11.25,9.8,0.0,0.8,21.9,3,1,9.0,3.56,11.4,15.1,SAIL,47.070066284413,0.0
2851,9235581,,,,,2020-08-28,11.25,9.8,0.0,0.8,30.8,2,1,9.0,5.85,18.74,19.0,SAIL,47.070066284413,0.0
2852,9235581,,,,,2020-08-28,0.0,9.8,0.0,0.0,8.9,1,1,0.0,2.29,7.34,3.9,PORT,0.0,0.0
2853,9235581,,,,,2020-08-29,10.0,8.9,2.0,1.3,4.9,3,1,13.0,1.75,5.45,1.7,SAIL,41.8400589194782,0.0
2854,9235581,,,,,2020-08-29,16.19,8.9,3.0,16.0,19.0,2,0,259.0,39.9,124.25,16.0,SAIL,67.7285953759054,13.2
2855,9235581,,,,,2020-08-29,15.72,8.9,1.67,17.3,32.1,3,1,272.0,42.74,133.1,24.0,SAIL,65.7832140236883,13.2
2856,9235581,,,,,2020-08-29,0.0,8.9,0.0,0.0,8.2,3,1,0.0,1.09,3.4,6.3,PORT,0.0,0.0
2857,9235581,,,,,2020-08-30,16.0,8.9,2.0,24.0,25.0,2,0,384.0,57.09,177.78,23.0,SAIL,66.9440942711651,12.3
2858,9235581,,,,,2020-08-31,7.37,9.2,2.0,1.9,5.0,3,1,14.0,1.57,4.89,1.9,SAIL,30.8295170985629,0.0
2859,9235581,,,,,2020-08-31,10.46,8.9,0.0,1.3,5.0,3,1,13.6,1.43,4.45,2.0,SAIL,43.7711385619157,0.0
