,imo,created_at,updated_at,created_by_id,updated_by_id,adjusted_date,speed,mean_draft,sea_state,me_actual_steaming_time,ae_t_steaming,aux_running,blr_running,distance,actual_total_fo,total_co_2,activity_time,status,derived_rpm,slip
1636,9235581,,,,,2019-03-30,6.5,9.9,3.0,2.0,5.9,3,0,13.0,1.5,4.67,2.0,SAIL,27.1960382976608,0.0
1637,9235581,,,,,2019-03-30,4.29,11.0,3.0,1.4,3.7,3,0,6.0,1.3,4.05,1.4,SAIL,17.9314538226335,0.0
1638,9235581,,,,,2019-03-30,9.0,11.0,3.0,1.0,2.0,2,0,9.0,0.8,2.49,1.0,SAIL,37.6560530275304,10.0
1639,9235581,,,,,2019-03-30,15.86,9.9,3.0,2.9,5.8,2,0,46.0,6.65,20.71,2.9,SAIL,66.3669900102068,13.4
1640,9235581,,,,,2019-03-30,10.14,10.56,3.0,7.3,51.6,3,0,74.0,17.5,54.5,24.0,SAIL,42.4132104115259,23.4
1641,9235581,,,,,2019-03-30,0.0,11.0,3.0,0.0,34.2,3,0,0.0,7.25,22.58,16.7,PORT,0.0,0.0
1642,9235581,,,,,2019-03-31,10.46,11.0,4.0,24.0,48.0,2,0,251.0,30.1,93.73,24.0,SAIL,43.757728286621,15.7
1643,9235581,,,,,2019-04-01,4.8,11.0,4.0,2.5,7.0,3,0,12.0,2.15,6.7,2.5,SAIL,20.0832282813495,0.0
1644,9235581,,,,,2019-04-01,6.67,11.55,4.0,0.9,2.3,3,0,6.0,1.2,3.74,0.9,SAIL,27.8933726129855,0.0
1645,9235581,,,,,2019-04-01,10.59,11.0,4.0,1.7,3.4,2,0,18.0,2.05,6.38,1.7,SAIL,44.3012388559181,17.9
1646,9235581,,,,,2019-04-01,17.44,11.55,4.0,8.2,16.4,2,0,143.0,25.9,80.65,8.2,SAIL,72.9649807986023,13.53
1647,9235581,,,,,2019-04-01,13.46,11.33,4.0,13.3,61.2,3,0,179.0,36.8,114.6,24.0,SAIL,56.3110567412526,31.43
1648,9235581,,,,,2019-04-01,0.0,11.55,4.0,0.0,32.1,3,0,0.0,5.5,17.13,10.7,PORT,0.0,0.0
1649,9235581,,,,,2019-04-02,17.58,11.55,4.0,24.0,48.0,2,0,422.0,82.45,256.75,24.0,SAIL,73.5687702667492,15.3
1650,9235581,,,,,2019-04-03,17.43,11.55,5.0,23.7,50.0,2,0,413.0,80.75,251.46,24.0,SAIL,72.9111575263481,15.5
1651,9235581,,,,,2019-04-04,18.25,11.55,5.0,24.0,48.0,2,0,438.0,86.5,269.36,24.0,SAIL,76.3581075280478,14.3
1652,9235581,,,,,2019-04-05,18.16,11.55,4.0,25.0,50.0,2,0,454.0,84.45,262.98,24.0,SAIL,75.9815469977724,12.75
1653,9235581,,,,,2019-04-06,17.88,11.55,4.0,25.0,50.0,2,0,447.0,86.0,267.8,24.0,SAIL,74.8100253480271,13.95
1654,9235581,,,,,2019-04-07,13.33,11.55,4.0,9.9,28.3,3,0,132.0,24.45,76.14,9.9,SAIL,55.786745225971,0.0
1655,9235581,,,,,2019-04-07,17.45,11.55,4.0,10.6,21.2,2,0,185.0,34.95,108.83,10.6,SAIL,73.0227443405988,14.73
1656,9235581,,,,,2019-04-07,18.86,11.55,4.0,3.5,7.0,2,0,66.0,14.6,45.46,3.5,SAIL,78.8983968195875,13.2
1657,9235581,,,,,2019-04-07,15.96,11.55,4.0,24.0,56.5,2,0,383.0,74.0,230.44,24.0,SAIL,66.769760692334,27.93
1658,9235581,,,,,2019-04-08,16.58,11.55,3.0,24.0,48.0,2,0,398.0,68.7,213.93,24.0,SAIL,69.3847643748014,13.99
1659,9235581,,,,,2019-04-09,16.8,11.55,3.0,25.0,50.0,2,0,420.0,68.6,213.62,24.0,SAIL,70.2912989847234,11.1
1660,9235581,,,,,2019-04-10,16.21,11.55,3.0,24.0,31.8,2,0,389.0,66.8,208.02,24.0,SAIL,67.8157621653209,14.5
1661,9235581,,,,,2019-04-11,15.68,11.55,3.0,25.0,50.0,2,0,392.0,70.9,220.78,24.0,SAIL,65.6052123857419,18.8
1662,9235581,,,,,2019-04-12,15.33,11.55,3.0,24.0,64.0,3,0,368.0,62.7,195.25,24.0,SAIL,64.1547570098666,16.4
1663,9235581,,,,,2019-04-13,15.25,11.55,3.0,24.0,48.0,2,0,366.0,60.1,187.15,24.0,SAIL,63.8060898522043,14.68
1664,9235581,,,,,2019-04-14,12.1,11.3,3.0,8.1,26.3,4,0,98.0,12.95,40.33,8.1,SAIL,50.6213058531959,0.0
1665,9235581,,,,,2019-04-14,6.11,10.25,3.0,0.9,2.2,3,0,5.5,0.85,2.65,0.9,SAIL,25.5689248952367,0.0
1666,9235581,,,,,2019-04-14,5.6,10.25,3.0,0.5,1.5,3,0,2.8,0.4,1.25,0.5,SAIL,23.4304329949078,9.6
1667,9235581,,,,,2019-04-14,9.52,11.3,3.0,4.2,12.6,3,0,40.0,5.2,16.19,4.2,SAIL,39.8476751614078,15.6
1668,9235581,,,,,2019-04-14,10.68,10.67,3.0,13.7,57.2,3,0,146.3,23.25,72.4,20.9,SAIL,44.680296495764,25.2
1669,9235581,,,,,2019-04-14,0.0,10.25,3.0,0.0,14.6,3,0,0.0,3.85,11.99,7.2,PORT,0.0,0.0
1670,9235581,,,,,2019-04-15,6.11,10.25,3.0,3.6,10.8,3,0,22.0,3.35,10.43,3.6,SAIL,25.5689248952367,0.0
1671,9235581,,,,,2019-04-15,1.83,10.25,3.0,2.4,35.1,3,0,4.4,8.95,27.87,16.3,SAIL,7.67067746857101,0.0
1672,9235581,,,,,2019-04-15,4.4,10.25,3.0,6.0,58.2,3,0,26.4,15.09,46.99,21.1,SAIL,18.4096259245704,0.0
1673,9235581,,,,,2019-04-15,0.0,10.25,3.0,0.0,12.3,2,0,0.0,2.79,8.69,1.2,PORT,0.0,0.0
1674,9235581,,,,,2019-04-16,7.78,7.8,3.0,0.9,2.7,3,0,7.0,1.0,3.11,0.9,SAIL,32.5422680484831,0.0
1675,9235581,,,,,2019-04-16,11.56,7.8,3.0,0.9,8.4,3,0,10.4,1.61,5.01,2.8,SAIL,48.3485125291748,0.0
1676,9235581,,,,,2019-04-16,9.09,7.8,3.0,2.2,3.2,3,0,20.0,2.17,6.76,2.2,SAIL,38.0364171995257,3.78
1677,9235581,,,,,2019-04-16,9.35,7.8,3.0,4.0,25.2,3,0,37.4,8.64,26.9,19.2,SAIL,39.1204550897121,3.78
1678,9235581,,,,,2019-04-16,0.0,7.8,3.0,0.0,10.9,2,0,0.0,3.86,12.02,13.3,PORT,0.0,0.0
1679,9235581,,,,,2019-04-17,11.0,7.8,3.0,2.0,9.7,3,0,22.0,2.96,9.22,5.7,SAIL,46.024064811426,0.0
1680,9235581,,,,,2019-04-17,11.0,7.8,3.0,2.0,32.8,2,0,22.0,10.28,32.01,28.8,SAIL,46.024064811426,0.0
1681,9235581,,,,,2019-04-17,0.0,7.8,3.0,0.0,23.1,1,0,0.0,7.32,22.79,23.1,PORT,0.0,0.0
1682,9235581,,,,,2019-04-18,11.25,8.55,3.0,1.6,6.0,3,0,18.0,2.07,6.45,2.1,SAIL,47.070066284413,0.0
1683,9235581,,,,,2019-04-18,10.44,8.55,3.0,18.0,18.0,1,0,188.0,15.35,47.8,18.0,SAIL,43.6996170936773,8.62
1684,9235581,,,,,2019-04-18,10.51,8.55,3.0,19.6,32.0,2,0,206.0,18.79,58.51,24.0,SAIL,43.9747558031251,8.62
1685,9235581,,,,,2019-04-18,0.0,8.55,3.0,0.0,8.0,3,0,0.0,1.37,4.27,3.9,PORT,0.0,0.0
1686,9235581,,,,,2019-04-19,10.67,8.55,3.0,1.5,7.7,3,0,16.0,2.44,7.6,4.5,SAIL,44.6293961807768,0.0
1687,9235581,,,,,2019-04-19,12.86,9.45,3.0,0.7,2.0,2,0,9.0,1.11,3.46,1.0,SAIL,53.7943614679006,0.0
1688,9235581,,,,,2019-04-19,10.0,8.55,3.0,1.4,1.9,2,0,14.0,0.85,2.65,1.4,SAIL,41.8400589194782,-10.0
1689,9235581,,,,,2019-04-19,12.14,9.45,3.0,5.6,5.6,1,0,68.0,5.27,16.41,5.6,SAIL,50.805785830795,-3.21
1690,9235581,,,,,2019-04-19,11.63,9.09,3.0,9.2,29.5,2,0,107.0,12.87,40.08,24.0,SAIL,48.6618076563497,-13.21
1691,9235581,,,,,2019-04-19,0.0,9.45,3.0,0.0,12.3,2,0,0.0,3.2,9.96,11.5,PORT,0.0,0.0
1692,9235581,,,,,2019-04-20,9.23,9.45,3.0,2.6,11.4,2,0,24.0,2.74,8.53,5.9,SAIL,38.6215928487491,0.0
1693,9235581,,,,,2019-04-20,6.67,9.45,3.0,0.3,8.5,2,0,2.0,2.8,8.72,7.5,SAIL,27.8933726129855,0.0
1694,9235581,,,,,2019-04-20,8.87,9.45,3.0,10.6,15.1,4,0,94.0,7.39,23.01,10.6,SAIL,37.1034484757637,16.11
1695,9235581,,,,,2019-04-20,8.89,9.45,3.0,13.5,35.0,3,0,120.0,12.93,40.26,24.0,SAIL,37.1911634839806,16.11
1696,9235581,,,,,2019-04-21,10.62,10.15,3.0,1.6,6.6,2,0,17.0,2.29,7.13,3.3,SAIL,44.4550626019456,0.0
1697,9235581,,,,,2019-04-21,12.86,9.45,3.0,0.7,9.0,2,0,9.0,2.72,8.47,7.2,SAIL,53.7943614679006,0.0
1698,9235581,,,,,2019-04-21,14.0,10.15,3.0,0.5,2.0,2,0,7.0,0.88,2.74,1.0,SAIL,58.5760824872695,0.0
1699,9235581,,,,,2019-04-21,6.0,10.15,3.0,0.5,1.0,2,0,3.0,0.22,0.69,0.5,SAIL,25.1040353516869,5.1
1700,9235581,,,,,2019-04-21,10.91,10.03,3.0,3.3,31.8,2,0,36.0,9.07,28.24,24.0,SAIL,45.6437006394308,5.1
1701,9235581,,,,,2019-04-21,0.0,10.15,3.0,0.0,9.0,2,0,0.0,2.08,6.48,7.8,PORT,0.0,0.0
1702,9235581,,,,,2019-04-21,0.0,10.15,3.0,0.0,4.2,1,0,0.0,0.88,2.74,4.2,PORT,0.0,0.0
1703,9235581,,,,,2019-04-22,15.93,8.85,3.0,2.7,6.6,2,0,43.0,4.42,13.76,3.3,SAIL,66.6341679087986,0.0
1704,9235581,,,,,2019-04-22,16.2,8.85,3.0,5.0,5.2,2,0,81.0,11.31,35.22,5.0,SAIL,67.7808954495547,11.4
1705,9235581,,,,,2019-04-22,16.1,8.85,3.0,7.7,37.2,2,0,124.0,20.26,63.09,24.0,SAIL,67.3787961820169,11.4
1706,9235581,,,,,2019-04-22,0.0,8.85,3.0,0.0,25.4,3,0,0.0,4.53,14.11,15.7,PORT,0.0,0.0
1707,9235581,,,,,2019-04-23,15.92,8.85,4.0,25.0,25.0,1,0,398.0,48.64,151.46,24.0,SAIL,66.6093737998093,5.47
1708,9235581,,,,,2019-04-24,7.78,8.85,3.0,1.8,5.4,2,0,14.0,1.34,4.17,2.7,SAIL,32.5422680484831,0.0
1709,9235581,,,,,2019-04-24,14.94,8.85,3.0,8.5,9.0,2,0,127.0,13.77,42.88,8.5,SAIL,62.5139703855733,6.9
1710,9235581,,,,,2019-04-24,13.69,8.85,3.0,10.3,27.2,2,0,141.0,18.34,57.11,24.0,SAIL,57.2761971616158,6.9
1711,9235581,,,,,2019-04-24,0.0,8.85,3.0,0.0,12.8,1,0,0.0,3.23,10.06,12.8,PORT,0.0,0.0
1712,9235581,,,,,2019-04-25,12.22,9.15,3.0,0.9,5.2,2,0,11.0,1.84,5.73,2.6,SAIL,51.1378497904734,0.0
1713,9235581,,,,,2019-04-25,6.67,9.15,3.0,0.6,1.2,2,0,4.0,0.69,2.15,0.6,SAIL,27.8933726129855,0.0
1714,9235581,,,,,2019-04-25,12.09,9.15,3.0,9.1,12.4,4,0,110.0,12.51,38.96,9.1,SAIL,50.5758953971715,17.5
1715,9235581,,,,,2019-04-25,11.79,9.15,3.0,10.6,31.5,2,0,125.0,18.36,57.17,24.0,SAIL,49.3396921220262,17.5
1716,9235581,,,,,2019-04-25,0.0,9.15,3.0,0.0,7.9,2,0,0.0,1.94,6.04,6.9,PORT,0.0,0.0
1717,9235581,,,,,2019-04-25,0.0,9.15,3.0,0.0,4.8,1,0,0.0,1.38,4.3,4.8,PORT,0.0,0.0
1718,9235581,,,,,2019-04-26,11.43,9.35,3.0,0.7,2.2,2,0,8.0,1.17,3.64,1.1,SAIL,47.8172101936894,0.0
1719,9235581,,,,,2019-04-26,17.86,9.35,3.0,1.4,1.4,1,0,25.0,3.93,12.24,1.4,SAIL,74.7143909276397,5.5
1720,9235581,,,,,2019-04-26,15.71,9.35,3.0,2.1,26.2,2,0,33.0,10.86,33.82,24.0,SAIL,65.7486640163229,5.5
1721,9235581,,,,,2019-04-26,0.0,9.35,3.0,0.0,22.6,2,0,0.0,5.76,17.94,21.5,PORT,0.0,0.0
1722,9235581,,,,,2019-04-27,17.22,9.35,3.0,23.0,23.0,1,0,396.0,57.18,178.06,24.0,SAIL,72.0376666613625,9.5
1723,9235581,,,,,2019-04-28,12.55,9.35,3.0,5.1,12.4,2,0,64.0,4.8,14.95,6.2,SAIL,52.5051719773844,0.0
1724,9235581,,,,,2019-04-28,15.85,9.35,3.0,5.3,6.5,3,0,84.0,12.89,40.14,5.3,SAIL,66.3125462120032,15.55
1725,9235581,,,,,2019-04-28,14.23,9.35,3.0,10.4,31.4,2,0,148.0,20.4,63.53,24.0,SAIL,59.5416223084882,15.55
1726,9235581,,,,,2019-04-28,0.0,9.35,3.0,0.0,12.5,1,0,0.0,2.71,8.44,12.5,PORT,0.0,0.0
1727,9235581,,,,,2019-04-29,9.33,7.6,3.0,1.5,9.0,2,0,14.0,2.38,7.41,4.5,SAIL,39.0507216581797,0.0
1728,9235581,,,,,2019-04-29,12.86,7.6,3.0,0.7,2.2,2,0,9.0,1.29,4.02,1.1,SAIL,53.7943614679006,0.0
1729,9235581,,,,,2019-04-29,12.5,7.6,3.0,0.4,0.8,2,0,5.0,0.29,0.9,0.4,SAIL,52.3000736493478,0.38
1730,9235581,,,,,2019-04-29,10.77,7.61,3.0,2.6,28.7,2,0,28.0,8.27,25.75,22.3,SAIL,45.0585249902073,0.38
1731,9235581,,,,,2019-04-29,0.0,7.6,3.0,0.0,8.7,2,0,0.0,2.15,6.7,8.4,PORT,0.0,0.0
1732,9235581,,,,,2019-04-29,0.0,7.65,3.0,0.0,8.0,2,0,0.0,2.16,6.73,7.9,PORT,0.0,0.0
1733,9235581,,,,,2019-04-30,12.0,7.65,3.0,1.5,15.4,2,0,18.0,4.46,13.89,11.8,SAIL,50.2080707033739,0.0
1734,9235581,,,,,2019-04-30,12.5,7.65,3.0,1.2,3.6,2,0,15.0,1.6,4.98,1.8,SAIL,52.3000736493478,0.0
1735,9235581,,,,,2019-04-30,8.75,7.65,3.0,0.8,1.7,2,0,7.0,0.7,2.18,1.1,SAIL,36.6100515545434,0.0
1736,9235581,,,,,2019-04-30,12.5,7.65,3.0,3.2,6.4,2,0,40.0,2.39,7.44,3.2,SAIL,52.3000736493478,-16.63
1737,9235581,,,,,2019-04-30,11.94,7.65,3.0,6.7,34.9,2,0,80.0,11.4,35.5,25.7,SAIL,49.9582793068397,-16.63
1738,9235581,,,,,2019-04-30,0.0,7.65,3.0,0.0,7.8,1,0,0.0,2.25,7.01,7.8,PORT,0.0,0.0
1739,9235581,,,,,2019-05-01,11.76,8.1,3.0,1.7,4.4,2,0,20.0,1.85,5.76,2.2,SAIL,49.2235987287979,0.0
1740,9235581,,,,,2019-05-01,10.0,8.1,3.0,5.5,5.5,1,0,55.0,4.21,13.11,5.5,SAIL,41.8400589194782,8.4
1741,9235581,,,,,2019-05-01,10.42,8.1,3.0,7.2,27.4,2,0,75.0,10.51,32.73,24.0,SAIL,43.5833947077898,8.4
1742,9235581,,,,,2019-05-01,0.0,8.1,3.0,0.0,17.5,2,0,0.0,4.45,13.86,16.3,PORT,0.0,0.0
1743,9235581,,,,,2019-05-02,10.0,8.1,3.0,0.4,1.4,2,0,4.0,0.37,1.15,0.7,SAIL,41.8400589194782,0.0
1744,9235581,,,,,2019-05-02,10.72,8.1,3.0,13.8,15.8,2,0,148.0,12.7,39.55,13.8,SAIL,44.8719472469766,8.3
1745,9235581,,,,,2019-05-02,10.7,8.1,3.0,14.2,26.7,2,0,152.0,15.8,49.2,24.0,SAIL,44.7865419419767,8.3
1746,9235581,,,,,2019-05-03,10.0,9.1,3.0,1.2,3.8,2,0,12.0,1.26,3.92,1.9,SAIL,41.8400589194782,0.0
1747,9235581,,,,,2019-05-03,11.11,8.1,3.0,0.9,6.2,2,0,10.0,2.32,7.22,4.6,SAIL,46.4889543549758,0.0
1748,9235581,,,,,2019-05-03,10.86,9.1,3.0,7.0,7.0,1,0,76.0,5.15,16.04,7.0,SAIL,45.4263496840049,-2.6
1749,9235581,,,,,2019-05-03,10.77,8.85,3.0,9.1,29.5,2,0,98.0,11.52,35.87,24.0,SAIL,45.0585249902073,-2.6
1750,9235581,,,,,2019-05-03,0.0,9.1,3.0,0.0,12.5,2,0,0.0,2.79,8.69,10.5,PORT,0.0,0.0
1751,9235581,,,,,2019-05-04,9.09,9.1,3.0,1.1,3.2,2,0,10.0,0.89,2.77,1.6,SAIL,38.0364171995257,0.0
1752,9235581,,,,,2019-05-04,9.89,9.1,3.0,9.5,10.6,2,0,94.0,7.71,24.01,9.5,SAIL,41.3996372466416,16.2
1753,9235581,,,,,2019-05-04,9.81,9.1,3.0,10.6,13.8,2,0,104.0,8.6,26.78,11.1,SAIL,41.0506238455258,16.2
1754,9235581,,,,,2019-05-05,11.3,8.99,3.0,2.3,14.1,2,0,26.0,3.58,11.15,7.3,SAIL,47.2974579089754,0.0
1755,9235581,,,,,2019-05-05,10.0,9.1,3.0,0.8,15.8,2,0,8.0,4.76,14.82,13.4,SAIL,41.8400589194782,0.0
1756,9235581,,,,,2019-05-05,14.0,8.99,3.0,0.5,2.4,2,0,7.0,1.04,3.24,1.2,SAIL,58.5760824872695,0.0
1757,9235581,,,,,2019-05-05,8.33,8.99,3.0,0.6,1.2,2,0,5.0,0.4,1.25,0.6,SAIL,34.8667157662318,0.38
1758,9235581,,,,,2019-05-05,10.95,9.01,3.0,4.2,49.9,2,0,46.0,13.5,42.04,36.9,SAIL,45.824826435619,0.38
1759,9235581,,,,,2019-05-05,0.0,8.99,3.0,0.0,8.6,2,0,0.0,1.65,5.14,6.6,PORT,0.0,0.0
1760,9235581,,,,,2019-05-05,0.0,8.99,3.0,0.0,7.8,1,0,0.0,2.07,6.45,7.8,PORT,0.0,0.0
1761,9235581,,,,,2019-05-06,12.78,8.12,3.0,3.6,8.2,3,0,46.0,5.58,17.38,3.6,SAIL,53.4622975082222,0.0
1762,9235581,,,,,2019-05-06,16.92,8.12,3.0,1.3,1.3,1,0,22.0,3.31,10.31,1.3,SAIL,70.8062535560401,8.11
1763,9235581,,,,,2019-05-06,13.88,8.12,3.0,4.9,30.9,2,0,68.0,13.44,41.85,24.0,SAIL,58.0637552351943,8.11
1764,9235581,,,,,2019-05-06,0.0,8.12,3.0,0.0,21.4,2,0,0.0,4.55,14.17,19.1,PORT,0.0,0.0
1765,9235581,,,,,2019-05-07,17.68,8.12,3.0,25.0,25.0,1,0,442.0,63.14,196.62,24.0,SAIL,73.9732241696375,6.5
1766,9235581,,,,,2019-05-08,10.91,8.12,3.0,1.1,5.0,2,0,12.0,1.75,5.45,2.5,SAIL,45.6437006394308,0.0
1767,9235581,,,,,2019-05-08,16.67,8.12,3.0,8.7,9.7,2,0,145.0,20.97,65.3,8.7,SAIL,69.7334315324637,10.1
1768,9235581,,,,,2019-05-08,16.02,8.12,3.0,9.8,27.5,2,0,157.0,25.56,79.59,24.0,SAIL,67.029482146511,10.1
1769,9235581,,,,,2019-05-08,0.0,8.12,3.0,0.0,12.8,1,0,0.0,2.84,8.84,12.8,PORT,0.0,0.0
1770,9235581,,,,,2019-05-09,9.33,8.18,3.0,1.5,6.8,2,0,14.0,1.44,4.48,3.4,SAIL,39.0507216581797,0.0
1771,9235581,,,,,2019-05-09,10.0,8.18,3.0,0.6,1.8,2,0,6.0,0.77,2.4,0.9,SAIL,41.8400589194782,0.0
1772,9235581,,,,,2019-05-09,15.98,8.18,3.0,9.2,10.0,2,0,147.0,10.06,31.33,9.2,SAIL,66.8531376213402,-20.1
1773,9235581,,,,,2019-05-09,14.78,8.18,3.0,11.3,31.1,2,0,167.0,16.36,50.95,24.0,SAIL,61.8344233588749,-20.1
1774,9235581,,,,,2019-05-09,0.0,8.18,3.0,0.0,10.7,2,0,0.0,3.45,10.74,8.7,PORT,0.0,0.0
1775,9235581,,,,,2019-05-09,0.0,8.18,3.0,0.0,1.8,1,0,0.0,0.64,1.99,1.8,PORT,0.0,0.0
1776,9235581,,,,,2019-05-10,0.0,8.18,3.0,0.0,25.0,2,0,0.0,6.03,18.78,24.0,PORT,0.0,0.0
1777,9235581,,,,,2019-05-11,8.33,8.3,3.0,0.6,1.8,2,0,5.0,1.18,3.67,0.9,SAIL,34.8667157662318,0.0
1778,9235581,,,,,2019-05-11,18.75,8.3,3.0,19.2,19.2,1,0,360.0,52.15,162.4,20.2,SAIL,78.4501104740217,4.1
1779,9235581,,,,,2019-05-11,18.43,8.3,3.0,19.8,26.1,2,0,365.0,53.92,167.91,24.0,SAIL,77.1294015434826,4.1
1780,9235581,,,,,2019-05-11,0.0,8.3,3.0,0.0,5.1,2,0,0.0,0.59,1.84,2.9,PORT,0.0,0.0
1781,9235581,,,,,2019-05-12,15.22,8.3,3.0,4.6,11.2,2,0,70.0,7.21,22.45,5.7,SAIL,63.6696548774669,0.0
1782,9235581,,,,,2019-05-12,18.22,8.3,3.0,9.0,10.0,2,0,164.0,21.81,67.92,9.0,SAIL,76.2418851421603,3.0
1783,9235581,,,,,2019-05-12,17.21,8.3,3.0,13.6,30.5,2,0,234.0,31.45,97.94,24.0,SAIL,71.9895131408669,3.0
1784,9235581,,,,,2019-05-12,0.0,8.3,3.0,0.0,9.3,1,0,0.0,2.43,7.57,9.3,PORT,0.0,0.0
1785,9235581,,,,,2019-05-13,9.0,7.95,3.0,1.0,2.4,2,0,9.0,1.02,3.18,1.2,SAIL,37.6560530275304,0.0
1786,9235581,,,,,2019-05-13,7.5,7.95,3.0,0.4,1.4,2,0,3.0,0.11,0.34,0.7,SAIL,31.3800441896087,0.0
1787,9235581,,,,,2019-05-13,12.0,7.95,3.0,0.5,1.0,2,0,6.0,1.07,3.33,0.5,SAIL,50.2080707033739,2.6
1788,9235581,,,,,2019-05-13,9.47,7.95,3.0,1.9,27.4,2,0,18.0,7.57,23.57,24.0,SAIL,39.6379505552951,2.6
1789,9235581,,,,,2019-05-13,0.0,7.95,3.0,0.0,7.0,2,0,0.0,1.6,4.98,6.0,PORT,0.0,0.0
1790,9235581,,,,,2019-05-14,11.25,7.95,3.0,0.8,24.1,2,0,9.0,6.46,20.12,21.4,SAIL,47.070066284413,0.0
1791,9235581,,,,,2019-05-14,11.25,7.95,3.0,0.8,26.7,2,0,9.0,7.19,22.39,24.0,SAIL,47.070066284413,0.0
1792,9235581,,,,,2019-05-14,0.0,7.95,3.0,0.0,2.6,1,0,0.0,0.73,2.27,2.6,PORT,0.0,0.0
1793,9235581,,,,,2019-05-15,5.76,8.12,3.0,3.3,12.0,2,0,19.0,3.99,12.42,6.0,SAIL,24.0897308930329,0.0
1794,9235581,,,,,2019-05-15,4.09,8.12,3.0,2.2,4.4,2,0,9.0,1.19,3.71,2.2,SAIL,17.1163877397865,0.0
1795,9235581,,,,,2019-05-15,8.0,8.12,3.0,1.5,3.6,2,0,12.0,1.55,4.83,1.8,SAIL,33.4720471355826,0.0
1796,9235581,,,,,2019-05-15,9.05,8.12,3.0,4.2,8.0,2,0,38.0,2.81,8.75,4.2,SAIL,37.8552914033374,-14.25
1797,9235581,,,,,2019-05-15,6.96,8.12,3.0,11.2,37.8,2,0,78.0,12.34,38.43,24.0,SAIL,29.1386124617795,-14.25
1798,9235581,,,,,2019-05-15,0.0,8.12,3.0,0.0,9.6,1,0,0.0,2.78,8.66,9.6,PORT,0.0,0.0
1799,9235581,,,,,2019-05-15,0.0,8.12,3.0,0.0,0.2,1,0,0.0,0.02,0.06,0.2,PORT,0.0,0.0
1800,9235581,,,,,2019-05-16,0.0,8.12,3.0,0.0,24.0,1,0,0.0,6.14,19.12,24.0,PORT,0.0,0.0
1801,9235581,,,,,2019-05-17,11.25,7.55,3.0,1.6,3.8,2,0,18.0,2.18,6.79,1.9,SAIL,47.070066284413,0.0
1802,9235581,,,,,2019-05-17,13.2,7.55,3.0,12.5,12.8,2,0,165.0,17.45,54.34,12.5,SAIL,55.2288777737113,9.5
1803,9235581,,,,,2019-05-17,12.98,7.55,3.0,14.1,26.7,2,0,183.0,22.36,69.63,24.0,SAIL,54.3030551933653,9.5
1804,9235581,,,,,2019-05-17,0.0,7.55,3.0,0.0,10.1,2,0,0.0,2.73,8.5,9.6,PORT,0.0,0.0
1805,9235581,,,,,2019-05-18,9.29,7.55,3.0,1.4,7.2,2,0,13.0,2.1,6.54,3.6,SAIL,38.8514832823726,0.0
1806,9235581,,,,,2019-05-18,8.57,7.55,3.0,0.7,0.7,1,0,6.0,0.5,1.56,0.7,SAIL,35.862907645267,0.0
1807,9235581,,,,,2019-05-18,10.25,7.55,3.0,4.0,5.0,2,0,41.0,2.95,9.19,4.0,SAIL,42.8860603924652,0.3
1808,9235581,,,,,2019-05-18,9.84,7.55,3.0,6.1,30.6,2,0,60.0,9.57,29.8,24.0,SAIL,41.1541563142409,0.3
1809,9235581,,,,,2019-05-18,0.0,7.55,3.0,0.0,17.7,2,0,0.0,4.02,12.52,15.7,PORT,0.0,0.0
1810,9235581,,,,,2019-05-19,10.71,9.6,3.0,1.4,3.4,2,0,15.0,1.95,6.07,1.7,SAIL,44.8286345565838,0.0
1811,9235581,,,,,2019-05-19,9.42,9.6,3.0,17.1,18.1,2,0,161.0,12.55,39.08,17.1,SAIL,39.3932718481637,8.5
1812,9235581,,,,,2019-05-19,9.51,9.6,3.0,18.5,23.3,2,0,176.0,14.78,46.02,19.7,SAIL,39.8045965936658,8.5
1813,9235581,,,,,2019-05-19,0.0,9.6,3.0,0.0,1.8,2,0,0.0,0.28,0.87,0.9,PORT,0.0,0.0
1814,9235581,,,,,2019-05-20,10.34,9.6,3.0,2.9,9.2,2,0,30.0,3.16,9.84,4.6,SAIL,43.282819571874,0.0
1815,9235581,,,,,2019-05-20,10.34,9.6,3.0,2.9,32.9,2,0,30.0,9.49,29.55,16.9,SAIL,43.282819571874,0.0
1816,9235581,,,,,2019-05-20,0.0,9.6,3.0,0.0,23.7,1,0,0.0,6.33,19.71,12.3,PORT,0.0,0.0
1817,9235581,,,,,2019-05-21,15.0,6.15,3.0,3.2,7.0,2,0,48.0,5.38,16.75,3.5,SAIL,62.7600883792173,0.0
1818,9235581,,,,,2019-05-21,15.95,6.15,3.0,19.0,19.0,1,0,303.0,24.76,77.1,19.0,SAIL,66.7238834347468,-3.7
1819,9235581,,,,,2019-05-21,15.81,6.15,3.0,22.2,29.0,2,0,351.0,30.45,94.82,24.0,SAIL,66.1525255889048,-3.7
1820,9235581,,,,,2019-05-21,0.0,6.15,3.0,0.0,3.0,2,0,0.0,0.31,0.97,1.5,PORT,0.0,0.0
1821,9235581,,,,,2019-05-22,16.25,6.15,3.0,24.0,26.1,2,0,390.0,32.74,101.95,24.0,SAIL,67.9900957441521,-3.24
1822,9235581,,,,,2019-05-23,14.54,6.15,3.0,24.0,26.0,4,0,349.0,29.68,92.42,24.0,SAIL,60.8424190120746,-0.88
